Area_type,Location,Room size,Square_ft,Bathroom,Parking,Balcony,price_old,availability,Age
Plot  Area,BEL Road,2,1500,2,Yes,0,203,Ready To Move,2017
Plot  Area,Kamakshipalya,9,1800,9,Yes,1,180,Ready To Move,2021
Super built up  Area,Sarjapur  Road,3,1586,3,Yes,3,70,Ready To Move,2015
Plot  Area,Seegehalli,3,4000,3,Yes,1,235,Ready To Move,2015
Super built up  Area,Yelahanka New Town,3,1541,3,Yes,3,80,Ready To Move,2015
Super built up  Area,Haralur Road,3,1830,3,Yes,2,101,18-Dec,2015
Super built up  Area,Kodigehalli,2,1200,2,Yes,2,48,Ready To Move,2017
Plot  Area,Bidrahalli,3,1800,2,Yes,0,72,Ready To Move,2017
Super built up  Area,Bommasandra,2,1015,2,Yes,1,40,18-Jun,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1120,2,Yes,2,37.95,Ready To Move,2017
Super built up  Area,Hoodi,1,706,1,Yes,1,48.24,21-Dec,2017
Plot  Area,Medi Agrahara,4,1350,4,Yes,2,85,Ready To Move,2018
Plot  Area,Kumaraswami Layout,6,610,4,Yes,,95,Ready To Move,2018
Plot  Area,Kanakpura Road,3,1900,3,Yes,1,99,Ready To Move,2015
Plot  Area,Harlur,4,1200,4,Yes,,243,Ready To Move,2018
Built up  Area,Seegehalli,4,3000,5,Yes,3,150,Ready To Move,2019
Super built up  Area,Bisuvanahalli,3,1075,2,Yes,1,42,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,1290,2,Yes,3,80,19-Jul,2017
Super built up  Area,Akshaya Nagar,2,1200,2,Yes,1,50,Ready To Move,2017
Built up  Area,Hormavu,2,1150,2,Yes,1,53.11,Ready To Move,2017
Super built up  Area,Uttarahalli,3,1360,2,Yes,3,61.2,Ready To Move,2017
Carpet  Area,4th Block Koramangala,9,4500,9,Yes,,500,Ready To Move,2021
Super built up  Area,whitefiled,2,935,2,Yes,1,32.73,20-Dec,2017
Super built up  Area,Cox Town,3,1730,3,Yes,3,140,Ready To Move,2015
Super built up  Area,Sarjapur  Road,2,1260,2,Yes,2,53,Ready To Move,2017
Built up  Area,Banagiri Nagar,6,675,6,Yes,2,125,Ready To Move,2019
Plot  Area,Marathahalli,4,4000,4,Yes,1,650,Ready To Move,2018
Super built up  Area,Marathahalli,2,950,2,Yes,1,45.68,Ready To Move,2017
Plot  Area,Subbannaiah Palya,2,600,3,Yes,2,85,Ready To Move,2015
Built up  Area,Vadarpalya,5,2500,5,Yes,2,120,Ready To Move,2019
Super built up  Area,Hegde Nagar,4,3216,5,Yes,2,300,17-May,2019
Plot  Area,N R Layout,6,800,3,Yes,2,120,Ready To Move,2015
Super built up  Area,Budigere,3,1991,4,Yes,2,88,Ready To Move,2018
Super built up  Area,Sarjapur  Road,2,1115,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Koramangala,3,1900,3,Yes,3,150,Ready To Move,2015
Super built up  Area,Whitefield,2,1109,2,Yes,1,41.49,18-May,2017
Super built up  Area,Rajiv Nagar,4,2340,5,Yes,1,129,Ready To Move,2019
Plot  Area,Judicial Layout,6,1200,6,Yes,2,300,Ready To Move,2019
Plot  Area,Whitefield,4,4356,5,Yes,1,850,Ready To Move,2019
Super built up  Area,9th Phase JP Nagar,2,1005,2,Yes,1,43,Ready To Move,2017
Super built up  Area,Kengeri,1,416,1,Yes,1,19.5,19-Aug,2017
Super built up  Area,1st Phase JP Nagar,2,1394,2,Yes,1,100,Ready To Move,2017
Super built up  Area,Harlur,3,2138,3,Yes,2,110,Ready To Move,2015
Built up  Area,Richards Town,3,1550,3,Yes,2,160,Ready To Move,2015
Super built up  Area,Nagavarapalya,3,1300,3,Yes,1,80,Ready To Move,2015
Super built up  Area,Thanisandra,2,1265,2,Yes,2,82,Ready To Move,2017
Built up  Area,Manorayana Palya,2,1140,2,Yes,2,52,Ready To Move,2017
Carpet  Area,BCC Layout,2,1050,2,Yes,3,40,Ready To Move,2017
Built up  Area,Thanisandra,2,1100,2,Yes,1,48,Ready To Move,2017
Super built up  Area,Varthur,2,1012,2,Yes,1,59,18-May,2017
Plot  Area,Varthur,4,1600,4,Yes,3,112,18-May,2018
Super built up  Area,Yelahanka,2,1326,2,Yes,2,57,Ready To Move,2017
Built up  Area,Hebbal Kempapura,3,1654,2,Yes,3,85,Ready To Move,2017
Plot  Area,Jeevan bima nagar,3,1705,2,Yes,1,290,Ready To Move,2017
Super built up  Area,Chikkalasandra,2,1070,2,Yes,1,42.8,Ready To Move,2017
Super built up  Area,Whitefield,3,1700,3,Yes,2,95,Ready To Move,2015
Carpet  Area,Bhoganhalli,2,910,2,Yes,1,80.64,18-Dec,2017
Super built up  Area,Kogilu,2,1140,2,Yes,2,50.66,Ready To Move,2017
Plot  Area,Whitefield,4,4960,4,Yes,3,400,Ready To Move,2018
Super built up  Area,Talaghattapura,3,2254,3,Yes,2,170,18-Aug,2015
Super built up  Area,Kanakapura,2,945,2,Yes,1,47,22-Mar,2017
Super built up  Area,Begur Road,4,2462,6,Yes,2,150,19-Aug,2019
Plot  Area,Giri Nagar,3,1350,3,Yes,0,240,Ready To Move,2015
Super built up  Area,Marathahalli,1,615,1,Yes,1,44,19-Dec,2017
Plot  Area,Ramamurthy Nagar,2,1110,2,Yes,0,65,Ready To Move,2017
Super built up  Area,Haralur Road,1,575,1,Yes,1,88,18-Mar,2017
Super built up  Area,Electronic City,2,1025,2,Yes,1,54.1,18-Jul,2017
Built up  Area,Vinayak Nagar,3,1758,3,Yes,2,95,Ready To Move,2015
Super built up  Area,Gopalapura,4,3179,5,Yes,3,351,18-Dec,2019
Super built up  Area,Kaikondrahalli,3,1342,3,Yes,3,92,Ready To Move,2015
Super built up  Area,Kalyan nagar,3,1800,3,Yes,2,85,Ready To Move,2015
Built up  Area,Whitefield,4,2928,4,Yes,3,198,18-Feb,2018
Built up  Area,Doddathoguru,2,1140,2,Yes,3,32,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1608,2,Yes,2,85,18-Jul,2017
Super built up  Area,Kadugodi,3,1645,2,Yes,2,82,Ready To Move,2017
Super built up  Area,Ramamurthy Nagar,3,1410,2,Yes,1,56.4,18-Dec,2017
Super built up  Area,Harlur,2,1200,2,Yes,2,52,Ready To Move,2017
Super built up  Area,8th Phase JP Nagar,3,1275,2,Yes,2,41.5,18-Jun,2017
Built up  Area,Dodda Nekkundi,4,3800,4,Yes,2,600,Ready To Move,2018
Super built up  Area,Kada Agrahara,3,909,2,Yes,1,40,Ready To Move,2017
Built up  Area,Basavanapura,2,1200,3,Yes,0,85,Ready To Move,2015
Super built up  Area,Kalyan nagar,2,1080,2,Yes,2,73,Ready To Move,2017
Plot  Area,Madanayakahalli,2,1200,2,Yes,1,34,Ready To Move,2017
Super built up  Area,Akshaya Nagar,2,1092,2,Yes,1,60,18-May,2017
Super built up  Area,Jalahalli,3,1932,4,Yes,3,135,Ready To Move,2018
Super built up  Area,KR Puram,2,1156,2,Yes,1,72,Ready To Move,2017
Super built up  Area,Bellandur,2,924,2,Yes,2,35.11,Ready To Move,2017
Super built up  Area,Thubarahalli,2,1330,2,Yes,1,75,Ready To Move,2017
Super built up  Area,Thanisandra,3,1917,4,Yes,2,113,18-Apr,2018
Super built up  Area,Chandapura,2,985,2,Yes,1,25.12,18-Sep,2017
Plot  Area,Mahalakshmi Puram,6,2400,6,Yes,2,408,Ready To Move,2019
Plot  Area,Richmond Town,4,1800,5,Yes,2,500,Ready To Move,2019
Plot  Area,Mahalakshmi Puram,2,1290,1,Yes,0,225,Ready To Move,2017
Super built up  Area,Kodigehalli,1,655,1,Yes,1,53,19-Jun,2017
Built up  Area,4th Block Koramangala,3,1800,3,Yes,3,140,Ready To Move,2015
Built up  Area,Margondanahalli,4,1360,2,Yes,2,45,Ready To Move,2017
Super built up  Area,Bellandur,3,1785,3,Yes,3,118,Ready To Move,2015
Super built up  Area,Kadugodi,7,4000,7,Yes,2,130,Ready To Move,2020
Super built up  Area,Hebbal,3,1645,3,Yes,2,120,19-Jun,2015
Super built up  Area,Gottigere,2,1235,2,Yes,2,63,Ready To Move,2017
Plot  Area,Anandapura,2,900,2,Yes,0,48,Ready To Move,2017
Super built up  Area,Thanisandra,1,662,1,Yes,1,42,Ready To Move,2017
Plot  Area,TC Palaya,5,1440,5,Yes,1,100,Ready To Move,2019
Super built up  Area,Whitefield,2,1215,2,Yes,1,62,18-Dec,2017
Super built up  Area,Bisuvanahalli,2,845,2,Yes,1,37,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1525,2,Yes,2,87,Ready To Move,2017
Built up  Area,Jaladarsini Layout,2,1000,2,Yes,2,48,Ready To Move,2017
Super built up  Area,Hebbal,3,1255,2,Yes,1,90,19-Dec,2017
Super built up  Area,Mysore Road,3,1560,3,Yes,2,120,Ready To Move,2015
Built up  Area,Kasavanhalli,3,2100,3,Yes,3,110,Ready To Move,2015
Super built up  Area,Kodichikkanahalli,3,1620,2,Yes,2,85,Ready To Move,2017
Super built up  Area,Marathahalli,3,1595,3,Yes,2,90,Ready To Move,2015
Super built up  Area,Basavanapura,2,1095,2,Yes,2,38.52,18-May,2017
Built up  Area,9th Phase JP Nagar,2,835,2,Yes,0,37,Ready To Move,2017
Super built up  Area,Hennur Road,3,2182,3,Yes,2,72.04,18-Oct,2015
Super built up  Area,Thigalarapalya,2,1418,2,Yes,2,106,Ready To Move,2017
Super built up  Area,Sanjay nagar,3,1900,2,Yes,2,180,18-Apr,2017
Super built up  Area,Whitefield,3,2700,5,Yes,2,175,20-Sep,2019
Super built up  Area,BTM 2nd Stage,2,1070,2,Yes,1,48,Ready To Move,2017
Plot  Area,Ramamurthy Nagar,9,2000,9,Yes,2,150,Ready To Move,2021
Plot  Area,Munnekollal,43,2400,40,Yes,0,660,Ready To Move,2018
Super built up  Area,Electronics City Phase 1,1,755,1,Yes,1,42.41,18-Dec,2017
Super built up  Area,Hebbal,3,1645,3,Yes,2,117,19-Mar,2015
Plot  Area,Sarjapur,3,2400,3,Yes,2,190,Ready To Move,2015
Super built up  Area,Chandapura,1,645,1,Yes,1,16.45,18-Jul,2017
Built up  Area,4th T block Jayanagar,4,3900,4,Yes,,333,19-Mar,2018
Plot  Area,Attur Layout,3,2400,4,Yes,2,200,Ready To Move,2018
Plot  Area,1st Block HRBR Layout,10,2416,10,Yes,,600,Ready To Move,2017
Built up  Area,Electronics City Phase 1,2,919,2,Yes,0,28,Ready To Move,2017
Super built up  Area,Bannerghatta Road,3,1725,3,Yes,,110,Ready To Move,2015
Super built up  Area,Sarjapur  Road,2,1346,2,Yes,1,71.32,18-Apr,2017
Built up  Area,Electronic City Phase II,2,1070,2,Yes,2,45,Ready To Move,2017
Super built up  Area,Begur Road,2,1225,2,Yes,1,35.52,Ready To Move,2017
Plot  Area,Sarakki Nagar,6,880,6,Yes,2,75,Ready To Move,2019
Built up  Area,Neeladri Nagar,1,640,1,Yes,1,20.5,Ready To Move,2017
Super built up  Area,Chikkalasandra,3,1310,2,Yes,1,52.4,Ready To Move,2017
Super built up  Area,Kanakapura,2,1190,2,Yes,2,39,Ready To Move,2017
Super built up  Area,Basavanna Nagar,3,1645,3,Yes,2,87.5,Ready To Move,2015
Super built up  Area,Marathahalli,2,1350,2,Yes,1,89,Ready To Move,2017
Super built up  Area,Vittasandra,2,1404,2,Yes,1,68.8,Ready To Move,2017
Super built up  Area,Electronic City,3,1105,2,Yes,1,35,18-Apr,2017
Super built up  Area,Kanakpura Road,2,900,2,Yes,1,41,21-Dec,2017
Plot  Area,A Narayanapura,4,1650,4,Yes,3,320,Ready To Move,2018
Super built up  Area,Dodda Nekkundi,2,1100,2,Yes,1,41.15,Ready To Move,2017
Built up  Area,Thanisandra,4,2100,4,Yes,1,95,Ready To Move,2018
Super built up  Area,Thanisandra,3,1948,3,Yes,2,130,18-May,2015
Super built up  Area,Singasandra,3,1464,3,Yes,2,56,Ready To Move,2015
Super built up  Area,Raja Rajeshwari Nagar,2,1210,2,Yes,2,45,Ready To Move,2017
Built up  Area,Yelahanka,5,4000,5,Yes,2,220,Ready To Move,2019
Super built up  Area,Brooke Bond First Cross,2,1252,2,Yes,2,55,Ready To Move,2017
Plot  Area,Nagarbhavi,5,1200,4,Yes,3,240,Ready To Move,2018
Super built up  Area,Sarjapur  Road,5,3905,7,Yes,,290,Ready To Move,2020
Super built up  Area,Kundalahalli Colony,3,2600,3,Yes,2,140,Ready To Move,2015
Super built up  Area,7th Phase JP Nagar,3,1300,3,Yes,2,89.13,Ready To Move,2015
Super built up  Area,7th Phase JP Nagar,2,1130,2,Yes,2,73,Ready To Move,2017
Plot  Area,Budigere,4,1200,3,Yes,0,135,Ready To Move,2015
Built up  Area,Thanisandra,3,1690,3,Yes,2,125,Ready To Move,2015
Built up  Area,Padmanabhanagar,3,4500,4,Yes,2,360,Ready To Move,2018
Super built up  Area,Tasker Town,2,950,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Marathahalli,2,1020,2,Yes,1,57,Ready To Move,2017
Built up  Area,"Hoodi Circle, ",4,2107,4,Yes,3,95,19-Dec,2018
Super built up  Area,Marathahalli,3,1735,3,Yes,2,72,Ready To Move,2015
Built up  Area,Sarjapur  Road,2,915,2,Yes,2,37,Ready To Move,2017
Super built up  Area,Glass Factory Layout,3,1450,3,Yes,3,68,Ready To Move,2015
Super built up  Area,Thigalarapalya,3,2215,4,Yes,2,156,Ready To Move,2018
Super built up  Area,Raghavendra Nagar,3,2431,3,Yes,1,100,Ready To Move,2015
Super built up  Area,Hennur Road,3,1804,3,Yes,2,102,18-Aug,2015
Super built up  Area,Marathahalli,2,1600,3,Yes,2,88,18-Apr,2015
Super built up  Area,Uttarahalli,2,1280,2,Yes,2,75,Ready To Move,2017
Super built up  Area,Hebbal,3,1255,3,Yes,2,77.68,19-Dec,2015
Super built up  Area,Koramangala,2,1320,2,Yes,1,150,Ready To Move,2017
Super built up  Area,Hoodi,2,1257,2,Yes,1,69,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1240,2,Yes,1,53.27,Ready To Move,2017
Plot  Area,Milk Colony,4,1200,4,Yes,2,240,Ready To Move,2018
Plot  Area,Bannerghatta Road,6,1850,6,Yes,3,150,Ready To Move,2019
Super built up  Area,Hulimavu,2,1255,2,Yes,3,66,Ready To Move,2017
Super built up  Area,Ananth Nagar,2,870,2,Yes,2,36,Ready To Move,2017
Super built up  Area,Tumkur Road,3,1789,3,Yes,2,98,Ready To Move,2015
Plot  Area,Basaveshwara Nagar,6,800,6,Yes,2,110,Ready To Move,2019
Super built up  Area,Electronic City,2,660,1,Yes,1,18,Ready To Move,2017
Plot  Area,"Basnashankari,6th stage,",3,600,3,Yes,1,54,Ready To Move,2015
Super built up  Area,Coffee Board Layout,2,1155,2,Yes,3,56,Ready To Move,2017
Super built up  Area,R.T. Nagar,2,1235,2,Yes,2,65,Ready To Move,2017
Plot  Area,Yelahanka,4,2675,4,Yes,2,140,Ready To Move,2018
Super built up  Area,CV Raman Nagar,2,1025,2,Yes,2,50,Ready To Move,2017
Built up  Area,Raja Rajeshwari Nagar,3,1395,2,Yes,2,72,Ready To Move,2017
Super built up  Area,Rachenahalli,3,1530,2,Yes,2,74.4,Ready To Move,2017
Super built up  Area,Dodda Nekkundi,3,1252,2,Yes,1,71,Ready To Move,2017
Super built up  Area,Hennur Road,2,1081,2,Yes,1,30.27,18-Aug,2017
Super built up  Area,Haralur Road,3,1255,3,Yes,1,130,Ready To Move,2015
Super built up  Area,Ardendale,4,2062,3,Yes,,150,Ready To Move,2015
Super built up  Area,Choodasandra,3,1220,3,Yes,2,56,Ready To Move,2015
Built up  Area,Jigani,3,1408,2,Yes,0,55,Ready To Move,2017
Super built up  Area,Bisuvanahalli,3,1180,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Sarjapur  Road,1,715,1,Yes,2,29,Ready To Move,2017
Super built up  Area,Sarjapur  Road,2,1230,2,Yes,3,94.5,Ready To Move,2017
Super built up  Area,Kaggadasapura,2,1035,2,Yes,2,45.5,Ready To Move,2017
Super built up  Area,EPIP Zone,4,3360,5,Yes,0,225,Ready To Move,2019
Super built up  Area,Kathriguppe,3,1300,3,Yes,2,77.99,Ready To Move,2015
Super built up  Area,Kanakpura Road,3,1100,3,Yes,1,52.97,21-Feb,2015
Super built up  Area,Whitefield,2,1216,2,Yes,1,84,Ready To Move,2017
Super built up  Area,Shirdi Sai Layout,2,1450,2,Yes,3,62.63,18-Aug,2017
Super built up  Area,Nagavarapalya,1,705,1,Yes,1,57,Ready To Move,2017
Super built up  Area,Gottigere,3,1385,3,Yes,2,64,Ready To Move,2015
Plot  Area,Anekal,2,1200,2,Yes,1,36.1,18-May,2017
Super built up  Area,Electronic City Phase II,3,1310,2,Yes,1,32.75,18-Jul,2017
Built up  Area,Sarjapur  Road,2,1043,2,Yes,1,39.5,Ready To Move,2017
Super built up  Area,Koramangala,2,1320,2,Yes,2,110,Ready To Move,2017
Super built up  Area,Near ullas theater,3,1900,3,Yes,2,205,Ready To Move,2015
Super built up  Area,Varthur,2,1140,2,Yes,2,39.9,Ready To Move,2017
Built up  Area,Kadugodi,2,1100,2,Yes,1,45,Ready To Move,2017
Super built up  Area,Hebbal,3,1586,3,Yes,2,90,18-Sep,2015
Super built up  Area,Chandapura,2,975,2,Yes,1,24.86,18-Aug,2017
Built up  Area,Amruthnagar,2,1365,3,Yes,2,60,Ready To Move,2015
Super built up  Area,Rajaji Nagar,2,1263,2,Yes,0,107,18-Dec,2017
Super built up  Area,Begur Road,3,1565,2,Yes,2,59.76,Ready To Move,2017
Plot  Area,Karuna Nagar,3,1163,3,Yes,2,180,Ready To Move,2015
Super built up  Area,Whitefield,4,2882,5,Yes,1,204,19-Sep,2019
Super built up  Area,Hennur Road,3,2320,3,Yes,2,170,Ready To Move,2015
Built up  Area,Sarjapur  Road,3,1750,3,Yes,3,99,Ready To Move,2015
Super built up  Area,Kudlu,2,1143,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Hennur Road,3,1936,3,Yes,1,118,Ready To Move,2015
Super built up  Area,Electronic City,2,660,1,Yes,1,15,Ready To Move,2017
Super built up  Area,Chandapura,2,700,1,Yes,1,19,Ready To Move,2017
Super built up  Area,Chikkakannalli,3,1402,2,Yes,2,85,Ready To Move,2017
Built up  Area,Hebbal,4,4640,4,Yes,2,600,Ready To Move,2018
Super built up  Area,Electronic City,2,1000,2,Yes,2,41,Ready To Move,2017
Super built up  Area,Gottigere,2,1000,2,Yes,1,35,Ready To Move,2017
Super built up  Area,Kengeri Satellite Town,2,818,2,Yes,1,26,20-Dec,2017
Built up  Area,Bommenahalli,4,1680,3,Yes,0,135,Ready To Move,2015
Super built up  Area,Kalyan nagar,4,2422,3,Yes,2,150,Ready To Move,2015
Super built up  Area,Indira Nagar,2,1145,2,Yes,2,100,Ready To Move,2017
Super built up  Area,Chandapura,3,1190,2,Yes,2,30.35,18-Aug,2017
Super built up  Area,Sarjapur  Road,2,1145,2,Yes,1,62,20-Aug,2017
Super built up  Area,Somasundara Palya,3,1575,3,Yes,3,68,Ready To Move,2015
Plot  Area,Bannerghatta Road,3,9000,4,Yes,1,390,Ready To Move,2018
Super built up  Area,Thanisandra,2,1200,2,Yes,2,46,Ready To Move,2017
Super built up  Area,Yelahanka,3,1500,2,Yes,2,63,Ready To Move,2017
Built up  Area,Ramamurthy Nagar,4,2560,4,Yes,2,75,Ready To Move,2018
Super built up  Area,Kothanur,3,1583,3,Yes,3,76.1,Ready To Move,2015
Super built up  Area,Kanakpura Road,2,700,2,Yes,1,34.98,21-Dec,2017
Built up  Area,Bannerghatta Road,2,950,2,Yes,0,38,Ready To Move,2017
Super built up  Area,Banashankari,2,1041,2,Yes,1,36.44,Ready To Move,2017
Super built up  Area,Thubarahalli,2,1085,2,Yes,1,70,Ready To Move,2017
Super built up  Area,Anjanapura,2,1070,2,Yes,2,37,18-Aug,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1165,2,Yes,1,45,Ready To Move,2017
Built up  Area,Bommasandra,2,1000,2,Yes,1,35,Ready To Move,2017
Super built up  Area,Horamavu Agara,2,1169,2,Yes,1,64,19-Dec,2017
Built up  Area,A Narayanapura,4,1150,4,Yes,1,110,Ready To Move,2018
Super built up  Area,Whitefield,3,1840,3,Yes,2,140,Ready To Move,2015
Built up  Area,Bhuvaneswari Nagar,3,1550,3,Yes,1,75,Ready To Move,2015
Super built up  Area,Kaval Byrasandra,2,997,2,Yes,3,53,Ready To Move,2017
Built up  Area,Gunjur,2,1457,2,Yes,3,60,18-Mar,2017
Super built up  Area,ISRO Layout,2,1000,2,Yes,1,60,Ready To Move,2017
Plot  Area,KR Puram,2,1000,2,Yes,0,60,Ready To Move,2017
Plot  Area,Sarjapur  Road,3,1500,3,Yes,2,88,Ready To Move,2015
Plot  Area,Cottonpet,5,958,3,Yes,1,210,Ready To Move,2015
Built up  Area,Lakshminarayana Pura,2,1165,2,Yes,2,75,Ready To Move,2017
Plot  Area,Upkar Layout,7,1200,7,Yes,3,169,Ready To Move,2020
Super built up  Area,Kasavanhalli,3,1787,3,Yes,2,123,19-Jan,2015
Super built up  Area,Raja Rajeshwari Nagar,3,1288,2,Yes,1,70,Ready To Move,2017
Super built up  Area,Thanisandra,3,1430,2,Yes,2,54.11,Ready To Move,2017
Super built up  Area,Hulimavu,3,3035,5,Yes,,271,18-Mar,2019
Super built up  Area,Doddathoguru,1,750,1,Yes,1,25.5,Ready To Move,2017
Plot  Area,Yelachenahalli,4,900,2,Yes,1,115,Ready To Move,2017
Plot  Area,Channasandra,3,1200,3,Yes,1,67.77,18-Jun,2015
Super built up  Area,Electronic City,3,1500,2,Yes,1,78,Ready To Move,2017
Super built up  Area,Ambalipura,2,1230,2,Yes,2,66.25,Ready To Move,2017
Super built up  Area,Marathahalli,1,780,1,Yes,1,55,Ready To Move,2017
Built up  Area,Bannerghatta Road,2,1220,2,Yes,1,80,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,1110,2,Yes,2,43,Ready To Move,2017
Super built up  Area,Yeshwanthpur Industrial Suburb,3,2100,3,Yes,2,240,Ready To Move,2015
Plot  Area,Hosakerehalli,9,1380,9,Yes,0,150,Ready To Move,2021
Super built up  Area,Akshaya Nagar,3,1690,3,Yes,2,85,Ready To Move,2015
Super built up  Area,Bannerghatta Road,2,1130,2,Yes,2,78,Ready To Move,2017
Super built up  Area,Electronic City,2,1213,2,Yes,1,59.32,20-Dec,2017
Super built up  Area,Kengeri,2,900,2,Yes,2,45,Ready To Move,2017
Super built up  Area,Panathur,2,1199,2,Yes,1,85,Ready To Move,2017
Plot  Area,Nandi Hills,4,5000,4,Yes,2,290,Ready To Move,2018
Super built up  Area,Bhoganhalli,4,2171,,Yes,,111,18-Mar,
Plot  Area,Bellandur,7,700,8,Yes,0,100,Ready To Move,2020
Super built up  Area,Uttarahalli,1,661,1,Yes,1,36,20-Dec,2017
Super built up  Area,Thanisandra main road,2,1804,2,Yes,1,285,19-Dec,2017
Super built up  Area,Marathahalli,3,1710,3,Yes,2,100,Ready To Move,2015
Built up  Area,Kengeri Satellite Town,2,1030,2,Yes,2,50,Ready To Move,2017
Super built up  Area,Choodasandra,3,1220,3,Yes,2,56,Ready To Move,2015
Super built up  Area,Marathahalli,3,1530,3,Yes,2,73.5,Ready To Move,2015
Plot  Area,Ramamurthy Nagar,2,1200,2,Yes,1,78,18-Apr,2017
Super built up  Area,Rajarajeshwari nagar,3,2000,3,Yes,2,85,Ready To Move,2015
Carpet  Area,Nagarbhavi,1,300,1,Yes,1,20,Ready To Move,2017
Super built up  Area,Green Glen Layout,3,1751,2,Yes,1,115,Ready To Move,2017
Built up  Area,R.T. Nagar,2,800,1,Yes,0,170,Ready To Move,2017
Super built up  Area,Panathur,2,1255,2,Yes,2,79,Ready To Move,2017
Super built up  Area,Whitefield,3,1778,3,Yes,2,122,20-Nov,2015
Super built up  Area,Ashirvad Colony,2,1100,2,Yes,1,45,Ready To Move,2017
Super built up  Area,Hennur Road,2,1480,2,Yes,2,65,Ready To Move,2017
Super built up  Area,Marathahalli,2,1358,2,Yes,1,81,17-Jul,2017
Built up  Area,Electronics City Phase 1,1,580,1,Yes,1,27,Ready To Move,2017
Super built up  Area,Choodasandra,2,1197,2,Yes,1,63,18-May,2017
Plot  Area,HRBR Layout,4,1200,2,Yes,1,170,Ready To Move,2017
Super built up  Area,Lingadheeranahalli,3,1705,3,Yes,1,110,Ready To Move,2015
Built up  Area,Electronic City Phase II,3,1310,2,Yes,1,37.83,18-Aug,2017
Super built up  Area,Hoodi,2,1132,2,Yes,0,67.9,21-Jul,2017
Plot  Area,SMV layout,3,1200,3,Yes,0,140,Ready To Move,2015
Built up  Area,Peenya,2,814,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Electronic City,3,1575,3,Yes,2,90,Ready To Move,2015
Super built up  Area,Pattandur Agrahara,2,1302,2,Yes,1,66,Ready To Move,2017
Plot  Area,Sultan Palaya,6,1800,8,Yes,1,175,Ready To Move,2020
Super built up  Area,Hegde Nagar,3,2007,4,Yes,2,196,18-Jan,2018
Built up  Area,Saptagiri Layout,2,1100,2,Yes,2,44,Ready To Move,2017
Plot  Area,Vijaya Bank Layout,5,2400,5,Yes,2,400,Ready To Move,2019
Super built up  Area,Doddabanahalli,2,830,2,Yes,2,37,Ready To Move,2017
